Zone,Colony,Price,Publication Date,Bedrooms,Bathrooms,Construction Size,Land Size,Floors,Phone,URL,Value per m²,Difference from AMC,Days Published,Recency Factor,Likelihood Factor,Likelihood of Sale,Normalized Days Published,Likelihood of Being Sold
VALLE,LA VENTANA,36000000,2024-08-31,4,65,827,982,2,818-362-55-13,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32039511&Plaza=2&colonia-inmueble=LA%20VENTANA&Imagenes=10&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,19900.49751243781,3999.4366665587986,13,0.07142857142857142,0.823718721923614,0.05883705156597242,0.13,0.7244134107714838
VALLE,RESIDENCIAL CHIPINQUE,25000000,2024-08-01,2,25,693,755,1,81-8253-1455,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32019024&Plaza=2&colonia-inmueble=RESIDENCIAL%20CHIPINQUE&Imagenes=9&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,17265.193370165747,6634.740808830862,43,0.022727272727272728,0.7075636678371027,0.016080992450843243,0.43,0.41176515999123303
VALLE,OLINCA,15500000,2024-08-26,3,45,339,215,3,811-225-52-92,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32035795&Plaza=2&colonia-inmueble=OLINCA&Imagenes=18&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,27978.339350180504,4078.4051711838947,18,0.05263157894736842,0.8202380645001597,0.04317042444737682,0.18,0.6800710690111534
VALLE,JARDINES DE MIRASIERRA,11900000,2024-08-14,3,35,300,200,2,81-1212-7654,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32027568&Plaza=2&colonia-inmueble=JARDINES%20DE%20MIRASIERRA&Imagenes=7&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,23800.0,99.93417899660926,30,0.03225806451612903,0.9955952484647809,0.032115975756928414,0.3,0.6970730494580565
VALLE,BOSQUES DEL VALLE,37500000,2024-08-07,4,55,695,472,2,81-1977-6741,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32022519&Plaza=2&colonia-inmueble=BOSQUES%20DEL%20VALLE&Imagenes=22&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,32133.67609254499,8233.74191354838,37,0.02631578947368421,0.6370852525287569,0.016765401382335707,0.37,0.41295934345735275
VALLE,DEL CARMEN,10890000,2024-07-18,2,25,279,408,1,81-1487-41-40,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32010021&Plaza=2&colonia-inmueble=DEL%20CARMEN&Imagenes=24&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,15851.528384279476,8048.405794717133,57,0.017241379310344827,0.645254224967918,0.011125072844274447,0.57,0.28519564757756743
VALLE,LOS RIOS,22000000,2024-09-06,4,55,697,500,2,8112-25-52-92,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32043821&Plaza=2&colonia-inmueble=LOS%20RIOS&Imagenes=10&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,18379.281537176274,5520.652641820336,7,0.125,0.7566688049711717,0.09458360062139647,0.07,0.715179033614039
VALLE,OLINCA,14900000,2024-09-11,3,3,333,210,3,81-1212-7654,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32046138&Plaza=2&colonia-inmueble=OLINCA&Imagenes=17&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,27440.14732965009,3540.2131506534824,2,0.3333333333333333,0.8439596996051468,0.28131989986838224,0.02,0.8348360484319096
VALLE,RESIDENCIAL CHIPINQUE,23000000,2024-09-13,4,55,340,350,2,81-8378-6671,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32048568&Plaza=2&colonia-inmueble=RESIDENCIAL%20CHIPINQUE&Imagenes=28&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,33333.333333333336,9433.399154336726,0,1.0,0.5842085278069925,0.5842085278069925,0.0,0.6052960194916834
VALLE,COLONIAL DE LA SIERRA,17950000,2024-08-20,4,45,585,385,3,818-303-13-55,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32031537&Plaza=2&colonia-inmueble=COLONIAL%20DE%20LA%20SIERRA&Imagenes=10&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,18505.154639175256,5394.779539821353,24,0.04,0.7622168541455351,0.030488674165821406,0.24,0.5884500526420965
VALLE,LOS RIOS,23500000,2024-08-14,3,35,300,450,1,811-544-82-15,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32027358&Plaza=2&colonia-inmueble=LOS%20RIOS&Imagenes=3&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,31333.333333333332,7433.399154336723,30,0.03225806451612903,0.6723615817359913,0.02168908328180617,0.3,0.4822847808255278
VALLE,JARDINES DEL CAMPESTRE,34856600,2024-08-27,3,35,450,878,1,81-8602-8586,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32036197&Plaza=2&colonia-inmueble=JARDINES%20DEL%20CAMPESTRE&Imagenes=11&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,26247.439759036144,2347.505580039535,17,0.05555555555555555,0.8965301070020749,0.04980722816678194,0.17,0.748475523119009
VALLE,FUENTES DEL VALLE,16950000,2024-07-28,3,45,380,400,2,81-8019-8518,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32017356&Plaza=2&colonia-inmueble=FUENTES%20DEL%20VALLE&Imagenes=25&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,21730.76923076923,2169.1649482273788,47,0.020833333333333332,0.9043907426690092,0.01884147380560436,0.47,0.4818970464960177
VALLE,COLINAS DEL VALLE,12900000,2024-08-20,3,55,500,180,4,81-8259-9933,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32031315&Plaza=2&colonia-inmueble=COLINAS%20DEL%20VALLE&Imagenes=21&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,18970.58823529412,4929.34594370249,24,0.04,0.7827315505950521,0.03130926202380208,0.24,0.6032504922751559
VALLE,RESIDENCIAL CORDILLE...,26000000,2024-09-07,3,5,623,528,3,81-2368-4359,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32044183&Plaza=2&colonia-inmueble=RESIDENCIAL%20CORDILLERA%20VALLE%20PONIENTE&Imagenes=6&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,22589.05299739357,1310.8811816030393,6,0.14285714285714285,0.942220910251819,0.13460298717883126,0.06,0.8884421881048632
VALLE,LOMAS DE MONTECRISTO,15300000,2024-08-12,3,45,395,200,3,81-1064-9195,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32026442&Plaza=2&colonia-inmueble=LOMAS%20DE%20MONTECRISTO&Imagenes=10&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,25714.285714285714,1814.3515352891045,32,0.030303030303030304,0.9200296856317491,0.02787968744338634,0.32,0.6283781405104946
VALLE,LOMAS DEL VALLE,15900000,2024-08-21,2,25,260,405,1,81-1166-1171,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32032001&Plaza=2&colonia-inmueble=LOMAS%20DEL%20VALLE&Imagenes=9&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,23909.774436090225,9.840257093615946,23,0.041666666666666664,0.9995662756428756,0.04164859481845315,0.23,0.7696829699234594
VALLE,FATIMA,55000000,2024-09-11,4,55,950,790,2,81-1212-7654,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32046168&Plaza=2&colonia-inmueble=FATIMA&Imagenes=14&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,31609.19540229885,7709.261223302241,2,0.3333333333333333,0.66020253981475,0.2200675132715833,0.02,0.6638871629414094
VALLE,PRIVADA NEIL ARMSTRO...,35000000,2024-08-21,3,25,450,896,1,81-1212-7654,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32032251&Plaza=2&colonia-inmueble=PRIVADA%20NEIL%20ARMSTRONG%20PALO%20BL&Imagenes=16&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,26002.971768202082,2103.0375892054726,23,0.041666666666666664,0.9073054069920294,0.03780439195800123,0.23,0.7022450458833775
VALLE,LOMAS DEL VALLE,29000000,2024-08-28,3,5,450,300,2,811-255-87-74,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32036512&Plaza=2&colonia-inmueble=LOMAS%20DEL%20VALLE&Imagenes=1&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,38666.666666666664,14766.732487670055,16,0.058823529411764705,0.34913371732966325,0.02053727748998019,0.16,0.32100044139269646
VALLE,LOS ANGELES BOSQUE R...,14500000,2024-09-11,3,35,3604,249,2,81-8309-2421,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32045560&Plaza=2&colonia-inmueble=LOS%20ANGELES%20BOSQUE%20RESIDENCIAL%20Valle%20Oriente&Imagenes=0&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,3763.3013236439137,20136.632855352695,2,0.3333333333333333,0.11244715897682467,0.03748238632560822,0.02,0.15431152527658845
VALLE,CARRIZALEJO,31000000,2024-08-22,3,35,644,525,2,81-1022-8843,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32032740&Plaza=2&colonia-inmueble=CARRIZALEJO&Imagenes=12&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,26518.391787852866,2618.457608856257,22,0.043478260869565216,0.8845874825978488,0.03846032533034125,0.22,0.6945438259531798
VALLE,LA VENTANA,36000000,2024-08-13,4,55,827,982,2,818-254-1447,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32027074&Plaza=2&colonia-inmueble=LA%20%20VENTANA&Imagenes=0&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,19900.49751243781,3999.4366665587986,31,0.03125,0.823718721923614,0.025741210060112936,0.31,0.5745347740601423
VALLE,BARRANCAS DEL PEDREG...,4850000,2024-08-10,4,2,137,172,2,81-1658-4805,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32025914&Plaza=2&colonia-inmueble=BARRANCAS%20DEL%20PEDREGAL%20Lomas%20de%20Tampiquito&Imagenes=9&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,15695.7928802589,8204.14129873771,34,0.02857142857142857,0.6383899448256252,0.018239712709303576,0.34,0.43344149918515734
VALLE,LOMAS DE MONTECRISTO,15200000,2024-08-23,3,45,500,250,3,81-1019-8743,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32034546&Plaza=2&colonia-inmueble=LOMAS%20DE%20MONTECRISTO&Imagenes=18&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,20266.666666666668,3633.2675123299414,21,0.045454545454545456,0.8398581865235502,0.038175372114706826,0.21,0.6699042159177546
VALLE,JONUCO,18000000,2024-08-27,4,4,475,1922,2,81-2860-0920,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32036363&Plaza=2&colonia-inmueble=JONUCO&Imagenes=9&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,7509.386733416771,16390.54744557984,17,0.05555555555555555,0.2775615935519953,0.015420088530666403,0.17,0.26078695204999053
VALLE,JERONIMO SILLER,2000000,2024-09-03,3,3,400,1250,2,811-182-68-90,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32040476&Plaza=2&colonia-inmueble=JERONIMO%20SILLER&Imagenes=19&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,1212.121212121212,22687.812966875397,10,0.09090909090909091,0.0,0.0,0.1,0.04564485754390855
VALLE,FUENTES DEL VALLE,11950000,2024-08-24,3,35,250,146,3,81-1800-2978,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32035290&Plaza=2&colonia-inmueble=FUENTES%20DEL%20VALLE&Imagenes=2&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,30176.76767676768,6276.833497771069,20,0.047619047619047616,0.7233389790838212,0.03444471328970577,0.2,0.589896208056098
VALLE,LA MURALLA,17500000,2024-08-21,4,5,453,330,3,81-1212-7654,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32032245&Plaza=2&colonia-inmueble=LA%20MURALLA&Imagenes=37&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,22349.93614303959,1549.9980359570181,23,0.041666666666666664,0.9316814697732195,0.03882006124055081,0.23,0.7200626872547726
VALLE,RESIDENCIAL CHIPINQUE,25500000,2024-09-11,3,25,543,600,3,811-212-7654,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32046135&Plaza=2&colonia-inmueble=RESIDENCIAL%20CHIPINQUE&Imagenes=28&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,22309.711286089238,1590.2228929073717,2,0.3333333333333333,0.9299084977812042,0.3099694992604014,0.02,0.9147940281601792
VALLE,VALLE DE CHIPINQUE E...,30000000,2024-08-24,3,35,492,874,2,81-8362-5313,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32035328&Plaza=2&colonia-inmueble=VALLE%20DE%20CHIPINQUE%20ESPA%C3%91OL&Imagenes=8&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,21961.932650073206,1938.0015289234034,20,0.047619047619047616,0.9145796233531668,0.04355141063586508,0.2,0.7351294772811039
VALLE,COLINAS DE SAN ANGEL...,58500000,2024-09-11,4,55,986,595,3,81-1212-7654,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32046139&Plaza=2&colonia-inmueble=COLINAS%20DE%20SAN%20ANGEL%202do%20SECTOR&Imagenes=50&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,37001.89753320683,13101.96335421022,2,0.3333333333333333,0.4225109589302717,0.14083698631009056,0.02,0.442763202987822
VALLE,LAZARO GARZA AYALA,3600000,2024-09-03,2,2,94,105,1,81-3118-3334,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32040271&Plaza=2&colonia-inmueble=LAZARO%20GARZA%20AYALA&Imagenes=12&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,18090.45226130653,5809.481917690078,10,0.09090909090909091,0.7439382136051622,0.06763074669137839,0.1,0.6812322960070771
VALLE,DEL VALLE,40000000,2024-08-15,9,95,900,500,3,81-2212-6776,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32028336&Plaza=2&colonia-inmueble=DEL%20VALLE&Imagenes=28&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,28571.428571428572,4671.494392431963,29,0.03333333333333333,0.7940967514474654,0.02646989171491551,0.29,0.571223006147796
VALLE,COLINAS DEL VALLE,8164000,2024-08-30,3,45,290,164,3,81-1577-3295,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32039316&Plaza=2&colonia-inmueble=COLINAS%20DEL%20VALLE&Imagenes=0&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,17982.37885462555,5917.55532437106,14,0.06666666666666667,0.7391747131814426,0.04927831421209617,0.14,0.6470664604829147
VALLE,SAN AGUSTIN CAMPESTRE,47000000,2024-09-04,3,45,723,543,3,811-029-10-68,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32040915&Plaza=2&colonia-inmueble=SAN%20AGUSTIN%20CAMPESTRE&Imagenes=7&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,37124.80252764613,13224.868348649517,9,0.1,0.4170937336287964,0.041709373362879644,0.09,0.40645760079761395
VALLE,LAS SENDAS,17500000,2024-08-13,3,45,377,204,3,818-254-1447,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32027067&Plaza=2&colonia-inmueble=LAS%20SENDAS&Imagenes=16&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,30120.481927710844,6220.547748714234,31,0.03125,0.7258198594198417,0.022681870606870054,0.31,0.5104104699842725
